id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aco_A300,tipo_do_aco_A400,espessura_da_chapa_de_aco,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientacao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
1863,145,174,4861498,-166,100,288,50,64,35659,135,1356,FALSE,TRUE,50,76.03,0.2,0.63,0.34,0.02,0.56,0.56,-0.45,-0.59,0,2.46,1.45,1.56,-0.66,-0.01,0.83,117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1864,1251,-186,1511165,1511591,100,1284,143,172,142791,132,1353,FALSE,TRUE,70,73.23,0.08,0.55,0.13,0.03,0.18,0.98,0.39,0.39,1,3.11,1.58,2.23,0.87,-0.15,1,781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1865,-11,13,2099971,389978,100,84,12,15,8948,127,1687,TRUE,FALSE,70,78.27,0,0.27,0.53,0,0.67,1,-0.5,-0.5,1,1.92,0.9,1.18,0.47,-0.12,0.22,70,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,7706,813,4201928,-166,100,51,9,8,5448,132,1692,TRUE,FALSE,-154,83.67,0.92,0.2,1,0,0.67,1,0.31,0.31,0,1.71,0.78,0.9,0,-0.09,0.17,110,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1867,43,218,16214123,1903031,100,6776,244,131,700391,124,1358,FALSE,TRUE,40,80.58,0.06,0.47,0.4,0.13,0.73,0.51,0.34,1.34,0,3.83,2.24,1.83,-0.6,-0.2,1,35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1868,1563,1573,1398904,1398914,100,153,20,16,15515,124,1652,TRUE,FALSE,80,86.78,0.18,0.53,0.88,0.01,0.65,0.94,-0.33,-0.33,0,2.18,1.11,1.18,-0.12,-0.22,0.42,81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1869,1065,1088,2265103,2265115,100,124,45,19,17592,143,1690,TRUE,FALSE,70,86.07,0.4,0.54,0.57,0.02,0.5,0.95,-0.12,-0.12,0,2.09,1.36,1.26,-0.43,0.04,0.64,122,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1870,-11,212,1740121,1740188,100,6381,274,134,637707,124,1358,FALSE,TRUE,40,94.51,0.06,0.41,0.38,0.13,0.6,0.46,-0.33,0.67,0,3.83,2.23,1.82,-0.62,-0.19,1,877,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1871,1167,1195,3957796,3957839,100,82,34,20,9115,125,1364,TRUE,FALSE,100,67.99,0.34,0.62,0.31,0.02,0.63,0.8,-0.06,-0.06,0,1.91,1.42,1.11,-0.69,-0.14,0.47,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1872,39,46,20693909,3579140,100,61,13,10,6582,124,1688,TRUE,FALSE,60,64.43,0.05,0.28,1,0.01,0.69,0.9,-0.09,-0.09,0,1.79,0.95,0.95,0,-0.18,0.19,84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1873,799,806,-20,2097080,100,-206,11,11,0,123,1360,FALSE,TRUE,40,79.32,0.94,0.24,0.82,0.01,0.82,1,0.23,0.23,1,1.87,0.95,1.04,0.18,-0.12,0.21,101,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1874,1360,1371,519677,519708,100,140,12,24,9105,110,1373,FALSE,TRUE,40,72.06,0.04,0.32,0.33,0.01,0.75,1,-0.05,0,1,2.15,0.95,1.38,0.67,-0.26,0.32,588,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,794,806,1748216,1748249,100,155,28,23,14760,109,1370,FALSE,TRUE,50,88.74,0.93,0.48,0.26,0.01,0.57,0.87,0.42,0.42,0,2.19,1.28,1.28,-0.74,-0.25,0.44,84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1876,39,196,1488636,1488885,100,11348,679,396,1270726,141,1400,FALSE,TRUE,40,69.32,0.06,0.55,0.94,0.1,0.25,0.39,-0.17,0.83,1,4.06,2.19,2.17,0.06,-0.1,1,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1877,41,214,2896951,2897015,100,6176,307,140,639433,126,1356,FALSE,TRUE,40,74.5,0.06,0.46,0.4,0.13,0.58,0.46,-0.06,0.94,0,3.79,2.24,1.83,-0.6,-0.19,1,46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1878,1080,1090,1508691,1508724,100,6,4,3,718,132,1358,FALSE,TRUE,40,76.68,0.47,0.33,1,0,1,1,-0.51,-0.51,0,0.78,0.48,0.48,0,-0.12,0.13,104,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1879,541,556,2369532,2369561,100,123,-229,16,13193,135,1372,TRUE,FALSE,40,97.66,0.64,0.35,0.93,0.01,0.6,0.94,-0.24,-0.24,1,2.09,1.18,1.18,0.07,-0.12,0.35,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1880,649,661,5683008,5683014,100,521,-229,66,75006,127,1692,TRUE,FALSE,80,101.08,0.41,0.41,0.42,0.02,0.5,0.92,0.06,0.17,1,2.72,1.4,1.66,0.58,-0.18,1,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1881,1598,1610,938265,-166,100,80,30,-194,6146,109,1688,TRUE,FALSE,70,68.59,0.12,0.51,0.39,0.01,0.48,0.69,0.48,0.48,1,1.9,1.04,1.04,0.61,-0.28,0.33,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1882,1245,-186,1436808,1436828,100,15208,556,-194,185716,141,1400,FALSE,TRUE,40,58.04,0.06,0.54,0.92,0.11,0.28,0.42,-0.37,0.63,1,3.21,2.18,2.16,0.09,-0.09,1,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1883,-11,617,2265114,2265115,100,150,23,20,18361,124,1353,FALSE,TRUE,1,74.26,0.91,0.3,0.32,0.01,0.5,1,-0.18,-0.18,1,2.18,1.11,1.3,0.68,0,0.41,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1884,1049,1058,-20,643193,100,171,22,28,17820,127,1362,FALSE,TRUE,40,79.63,0.47,0.32,0.36,0.01,0.41,1,-0.01,-0.01,1,2.23,0.95,1.45,0.64,-0.17,0.46,84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1885,-11,1688,778450,778465,100,-206,34,35,32134,116,1698,FALSE,TRUE,70,79.58,0.02,0.43,0.28,0.01,0.32,1,0.08,0.08,1,2.46,0.95,1.54,0.72,-0.18,0.63,96,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1886,-11,-186,12989953,2082338,100,68,12,11,8107,134,1654,TRUE,FALSE,70,79.16,0.05,0.32,0.82,0.01,0.75,1,-0.24,-0.24,1,1.83,0.95,1.04,0.18,-0.13,0.21,92,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1887,0,17,10391495,10391507,100,166,-229,-194,17564,0,-214,TRUE,TRUE,70,88.16,0,0.6,0.65,0.01,0.65,0.79,0.13,0.13,0,2.22,1.28,1.28,-0.35,-0.19,0.49,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1888,1065,1084,908862,908986,100,226,28,29,25491,132,1364,FALSE,TRUE,40,75.97,0.41,0.75,0.95,0.01,0.68,0.93,-0.14,-0.14,1,2.35,1.28,1.32,0.05,-0.13,0.69,89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1889,41,-186,2275954,2276025,100,-206,286,147,656298,124,1358,FALSE,TRUE,40,82.13,0.06,0.44,0.37,0.13,0.59,0.46,-0.24,-0.28,0,3.8,2.23,1.82,-0.63,-0.19,1,46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1890,1036,1054,1226170,1226204,100,103,33,12,13866,140,1362,TRUE,FALSE,80,86.45,0.46,0.45,0.38,0.02,0.73,0.75,0.07,0.18,0,2.01,1.38,0.95,-0.63,-0.01,0.36,120,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1891,145,171,949306,-166,100,1994,204,209,236010,103,1358,TRUE,FALSE,70,82.19,0.12,0.65,0.19,0.02,0.16,0.93,1,0,1,3.3,1.51,2.31,0.81,-0.27,1,80,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1892,1539,1561,2627229,2627391,100,653,28,42,61209,124,1696,FALSE,TRUE,90,86.76,0.12,0.44,0.29,0.01,0.3,1,-0.13,-0.13,1,2.79,1.15,1.62,0.71,-0.31,1,87,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1893,1065,-186,707576,707600,100,366,46,49,35856,124,1360,FALSE,TRUE,40,62.92,0.43,0.5,0.18,0.01,0.62,0.41,0.26,0.46,1,2.56,1.11,1.54,0.82,-0.25,0.84,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1894,899,907,6791894,6791907,100,64,13,-194,7716,141,1360,FALSE,TRUE,40,81.14,0.72,0.15,0.8,0.01,0.77,1,-0.03,-0.03,0,1.81,1,1,-0.2,0.03,0.21,128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1895,41,218,2300789,-166,100,6525,276,138,684236,119,1356,FALSE,TRUE,40,82.3,0.06,0.5,0.39,0.13,0.64,0.49,-0.45,-0.58,0,3.85,2.24,1.81,-0.61,-0.18,1,43,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1896,3976,793,844907,844932,100,377,30,33,37960,108,1364,TRUE,FALSE,-154,78.34,0.88,0.4,0.84,0.02,0.6,0.96,-0.08,-0.08,1,2.58,1.32,1.54,0.16,-0.21,0.87,778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1897,765,774,533732,-166,100,137,18,27,14838,127,1690,FALSE,TRUE,70,74.02,0.93,0.39,0.33,0.01,0.44,1,0.04,0.14,1,2.14,0.9,1.43,0.67,-0.18,0.4,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1898,763,772,4726828,4726836,100,-206,17,22,10160,127,1358,TRUE,FALSE,70,84.61,0.81,0.27,0.73,0.01,0.65,0.73,0.17,0.17,1,2,1.04,1.34,0.27,-0.17,0.4,93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1899,958,975,1340865,1340875,100,102,20,15,13829,140,1358,FALSE,TRUE,40,81.23,0.57,0.32,0.6,0.01,0.94,1,-0.03,0.03,0,2.01,1.2,1.18,-0.4,0,0.37,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1900,1073,1088,159043,159024,100,63,27,6,7451,142,1360,FALSE,TRUE,50,79.47,0.41,0.42,0.71,0.01,1,0.67,0.21,0.21,0,1.8,1.28,0.9,-0.29,0,0.34,111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1901,1376,1384,237702,237720,100,68,14,12,6525,109,1627,FALSE,TRUE,40,76.72,0.6,0.47,0.53,0.01,0.57,0.89,0.11,0.24,1,1.83,0.9,1.08,0.42,-0.25,0.23,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1902,1212,1231,2312016,2312026,100,318,24,33,31789,126,-214,FALSE,TRUE,40,77.11,0.31,0.37,0.41,0.01,0.46,1,0.35,0.35,1,2.5,1.26,1.52,0.59,-0.2,0.94,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1903,1085,1098,-20,-166,100,279,28,-194,30229,109,1360,TRUE,FALSE,300,72.35,0.44,0.29,0.36,0.01,0.57,1,0.11,0.11,1,2.45,1.08,1.4,0.64,-0.26,0.64,79,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1904,10636,1079,2421293,2421350,100,289,20,28,31062,134,1364,FALSE,TRUE,-154,75.24,0.42,0.35,0.6,0.01,0.75,1,0.12,0.25,1,2.46,1.18,1.45,0.4,-0.09,0.33,104,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1905,41,216,612201,612252,100,6277,216,118,645839,126,1358,FALSE,TRUE,40,70.61,0.06,0.46,0.86,0.13,0.63,0.53,0.13,1.13,0,3.79,2.24,1.82,-0.14,-0.19,1,37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1906,0,13,-20,1148364,100,442,72,53,42686,127,1358,FALSE,TRUE,40,76.13,0,0.36,0.28,0.01,0.19,0.98,-0.47,-0.47,1,2.62,1.11,1.72,0.72,-0.19,0.98,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1907,41,192,1842518,1842677,100,11211,572,370,1293558,142,1402,FALSE,TRUE,40,83.64,0.06,0.54,0.95,0.11,0.24,0.4,-0.34,0.66,0,4.05,2.18,2.2,-0.05,-0.1,1,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1908,1031,0,70457,70478,100,324,36,40,30269,0,-214,FALSE,TRUE,40,88.2,0.43,0.56,0.42,0.01,0.36,1,-0.36,-0.36,1,2.52,1.15,1.51,0.58,-0.15,0.73,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1909,1043,1061,3403338,3403364,100,132,20,25,14926,133,1648,TRUE,FALSE,80,79.49,0.42,0.33,0.8,0.01,0.8,1,0.04,0.04,1,2.12,1.2,1.4,0.2,-0.13,0.53,91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1910,1613,1622,1772722,1772736,100,265,28,28,26729,124,1698,FALSE,TRUE,90,79.21,0.04,0.34,0.35,0.01,0.43,1,0.52,0.52,1,2.42,0.95,1.45,0.65,-0.25,0.6,74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1911,1258,1274,48398,48463,100,270,24,28,27453,132,1354,TRUE,FALSE,70,81.44,0.17,0.35,0.64,0.01,0.57,1,0.67,0.67,1,2.43,1.23,1.45,0.36,-0.17,0.73,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1912,1115,1121,11337877,-166,100,16,6,4,1990,134,1358,FALSE,TRUE,50,89.83,0.31,0.47,0.67,0,0.83,1,0.19,0.19,0,1.2,0.7,0.6,-0.33,-0.03,0.13,115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1913,268,279,-20,2811861,100,235,35,37,29911,134,1360,FALSE,TRUE,40,77.75,0.39,0.57,0.21,0.01,0.37,1,0.15,0.15,1,2.37,1.11,1.57,0.79,-0.05,0.69,112,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1914,1598,-186,900068,900098,100,314,25,39,30269,124,1688,TRUE,FALSE,150,84.63,0.09,0.22,0.37,0.01,0.36,1,-0.54,-0.54,1,2.5,1.08,1.48,0.63,-0.27,0.86,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1915,39,216,1465348,1465433,100,6404,243,120,659881,124,1358,FALSE,TRUE,40,83.71,0.06,0.4,0.38,0.13,0.72,0.52,-0.16,0.84,0,3.86,2.25,1.88,-0.62,-0.19,1,36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1916,1202,1212,769086,769100,100,52,14,14,5695,109,1353,FALSE,TRUE,100,73.76,0.72,0.21,0.5,0.01,0.5,1,-0.24,-0.24,1,1.72,0.85,1.15,0.5,-0.21,0.2,649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1917,609,621,-20,1136924,100,142,18,17,15147,132,1364,FALSE,TRUE,70,87.07,0.9,0.42,0.35,0.01,0.44,1,-0.19,-0.19,1,2.15,0.9,1.23,0.65,-0.11,0.32,1003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1918,732,742,1340865,1340875,100,143,13,23,16308,133,1353,TRUE,FALSE,70,59.28,0.91,0.32,0.3,0.01,0.54,1,0.04,0.13,1,2.15,0.85,1.36,0.7,-0.11,0.31,97,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1919,39,217,2300789,-166,100,5617,279,154,637883,124,-214,FALSE,TRUE,40,90.62,0.06,0.43,0.39,0.13,0.63,0.45,0.08,0.2,0,3.75,2.25,1.79,-0.61,-0.18,1,46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1920,46,190,1164921,-166,100,5576,748,343,637883,141,1402,FALSE,TRUE,40,68.06,0.41,0.46,0.4,0.11,0.26,0.67,0.1,0.23,0,3.76,2.18,1.76,-0.6,-0.17,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1921,-11,1274,103914,103916,100,52,10,8,5369,118,1690,TRUE,FALSE,60,78.61,0.76,0.26,1,0.01,0.7,1,0.22,0.22,0,1.72,1,0.9,0,-0.21,0.19,77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1922,39,196,4373281,-166,100,14346,639,388,1585785,141,1400,FALSE,TRUE,40,88.29,0.06,0.54,0.84,0.11,0.24,0.42,-0.32,0.68,1,4.16,2.19,2.28,0.16,-0.09,1,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1923,597,614,42683,42717,100,292,11,-194,31689,126,1687,FALSE,TRUE,100,75.73,0.94,0.24,0.54,0.01,0.73,1,0.07,0.07,1,2.47,1.08,1.42,0.46,-0.24,0.6,77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1924,1140,1147,643180,-166,100,114,20,-194,12284,127,1686,TRUE,FALSE,70,82.34,0.32,0.27,0.93,0.01,0.65,1,0.46,0.75,1,2.06,1.11,1.15,0.07,0,0.31,80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1925,39,216,1868026,1867972,100,6381,243,131,666455,127,1358,FALSE,TRUE,40,88.45,0.06,0.44,0.38,0.13,0.62,0.51,-0.28,0.72,0,3.81,2.23,1.81,-0.62,-0.19,1,796,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1926,391,420,679533,114762,100,313,87,-194,27036,135,1360,FALSE,TRUE,40,98.48,0.58,0.73,0.8,0.04,0.68,0.57,-0.76,-0.76,0,2.5,1.7,1.3,-0.2,-0.04,0.94,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1927,7346,818,1327718,1327728,100,62,12,8,7387,118,1690,TRUE,FALSE,-154,79.85,0.88,0.37,0.33,0.01,0.83,1,-0.09,-0.09,0,1.79,1,0.9,-0.67,-0.2,0.2,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1928,1202,1215,96812,96831,100,254,47,13,31838,0,-214,FALSE,TRUE,40,81.8,0.21,0.54,0.94,0.02,0.55,0.92,0.08,0.2,0,2.4,1.51,1.2,-0.06,-0.05,0.9,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1929,43,53,5189206,-166,100,339,84,70,35565,127,-214,TRUE,FALSE,70,80.4,0.06,0.56,0.33,0.02,0.29,0.53,-0.34,-0.43,0,2.53,1.4,1.26,-0.68,-0.16,0.84,96,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,1021,1034,657468,657502,100,129,14,26,12417,134,1690,TRUE,FALSE,150,77.79,0.68,0.29,0.55,0,0.36,1,-0.37,-0.37,1,2.11,0.7,1.34,0.45,-0.12,0.37,91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1931,1075,1084,2794140,2794143,100,68,-229,13,7846,132,1364,TRUE,FALSE,80,66.54,0.41,0.54,0.75,0.01,0.8,0.92,0.15,0.15,1,1.83,1.08,1.08,0.25,-0.11,0.22,103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1932,39,194,643657,643725,100,6234,228,137,649441,124,1358,FALSE,TRUE,40,68.79,0.06,0.41,0.48,0.11,0.67,0.53,0.05,0.15,0,3.79,2.18,1.87,-0.52,-0.19,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1933,1566,1577,367429,367455,100,198,22,22,21661,119,1692,TRUE,FALSE,80,79.86,0.12,0.47,0.81,0.01,0.73,1,-0.03,-0.03,0,2.3,1.23,1.23,-0.19,-0.16,0.59,915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1934,830,837,2451285,2451296,100,109,26,11,11778,109,1690,TRUE,FALSE,60,83.41,0.95,0.34,0.91,0.01,0.94,0.91,0.79,0.79,0,2.04,1.23,1.04,-0.09,-0.23,0.22,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1935,780,804,2339660,2339663,100,202,29,18,22232,119,1362,FALSE,TRUE,40,92.61,0.82,0.52,0.97,0.01,0.62,0.97,-0.45,-0.45,1,2.31,1.23,1.23,0.03,-0.17,0.62,95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1936,5630,763,564721,564704,100,111,16,15,12602,134,1362,FALSE,TRUE,-154,77.9,0.82,0.16,1,0.01,0.75,0.8,0.08,0.08,0,2.05,1.08,1.08,0,-0.12,0.26,670,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1937,843,853,1410869,1410896,100,19,7,6,2246,143,1358,FALSE,TRUE,50,95.29,0.75,0.33,0.75,0,1,1,0.14,0.14,0,1.28,0.85,0.78,-0.25,0.01,0.16,123,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1938,41,196,1647865,1647908,100,5877,205,140,640970,127,1358,FALSE,TRUE,40,67.95,0.06,0.41,0.4,0.11,0.61,0.51,0.33,1.33,0,3.77,2.19,1.78,-0.6,-0.18,1,641,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1939,779,-186,1723382,1723392,100,231,-229,36,23671,133,-214,FALSE,TRUE,40,82.1,0.82,0.25,0.67,0,0.38,1,0.03,0.03,1,2.36,0.78,1.56,0.33,-0.16,0.55,87,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1940,-11,1409,814236,814627,100,1283,175,87,160146,141,1358,FALSE,TRUE,40,77.33,0.27,0.57,0.5,0.03,0.53,0.67,0.09,0.09,0,3.11,1.57,1.73,-0.5,0,1,118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1941,104,15,1620649,1620667,100,140,14,13,13938,110,1686,TRUE,FALSE,-154,66.87,0.02,0.38,0.69,0.01,0.93,1,-0.12,-0.12,1,2.15,1.11,1.11,0.31,-0.25,0.35,78,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1942,16,26,308931,308956,100,66,16,12,5035,93,1354,TRUE,FALSE,70,63.07,0.03,0.41,0.67,0.01,0.63,1,1.08,0.08,1,1.82,1,1.08,0.33,-0.38,0.2,70,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,914,922,1589431,-166,100,12,7,-194,1537,141,1360,FALSE,TRUE,50,75.65,0.79,0.33,0.29,0,0.71,1,0.29,0.5,0,1.08,0.7,0.6,-0.71,0,0.13,1124,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1944,520,546,903537,-166,100,536,98,96,62225,134,1687,FALSE,TRUE,150,76.4,0.68,0.57,0.26,0.02,0.3,0.94,0.19,0.19,1,2.73,1.51,1.91,0.74,-0.06,1,104,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1945,4994,-186,659476,659488,100,102,-229,12,10888,123,1360,FALSE,TRUE,-154,71.12,0.94,0.32,0.78,0.02,0.8,1,-0.11,-0.11,1,2.01,1.32,1.08,-0.22,-0.15,0.35,104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1946,37,212,2740809,2740889,100,6615,299,149,684236,124,1356,FALSE,TRUE,40,87.62,0.05,0.46,0.38,0.13,0.66,0.45,0.11,1.11,0,3.82,2.24,1.82,-0.62,-0.19,1,36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1947,39,213,-20,2222791,100,6987,251,129,722716,126,1358,FALSE,TRUE,40,75.94,0.06,0.49,0.35,0.13,0.68,0.45,-0.01,0.99,0,3.8,2.24,1.84,-0.65,-0.17,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1948,1682,1688,2636449,2636459,100,56,9,8,4409,109,1688,TRUE,FALSE,70,70.13,0.05,0.47,0.89,0,0.89,1,0.32,0.55,1,1.75,0.9,0.9,0.11,-0.24,0.18,70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1949,1155,1178,5500319,1063504,100,269,25,40,27232,0,-214,TRUE,FALSE,70,77.64,0.27,0.61,0.39,0.01,0.65,0.88,0.46,0.75,1,2.43,1.11,1.49,0.61,-0.08,0.82,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1950,1207,1214,138169,138184,100,83,14,15,9452,125,1360,FALSE,TRUE,175,73.69,0.21,0.25,0.58,0.01,0.86,0.8,0.18,0.34,1,1.92,1.08,1.08,0.42,-0.04,0.19,112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1951,8540,1171,2457919,2457943,100,144,8,24,15672,124,1650,TRUE,FALSE,-154,96.47,0.66,0.33,0.67,0.01,0.88,1,0.38,0.38,1,2.16,1,1.38,0.33,-0.15,0.26,97,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,893,907,1341292,1341296,100,-206,6,15,7052,133,1687,TRUE,FALSE,60,76.85,0.81,0.2,0.53,0,0.83,1,-0.27,-0.27,1,1.73,0.7,1.18,0.47,-0.12,0.14,87,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1953,41,197,1221106,1221276,100,11411,570,356,1303229,141,1402,FALSE,TRUE,40,70.82,0.06,0.54,0.95,0.11,0.24,0.42,-0.2,-0.2,1,4.06,2.2,2.23,0.05,-0.1,1,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1954,1577,1586,394965,394980,100,111,18,13,7384,109,-214,TRUE,FALSE,80,96.45,0.11,0.22,0.85,0.01,0.72,1,-0.18,-0.18,1,2.05,1.04,1.11,0.15,-0.27,0.26,81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1955,-11,194,745890,745905,100,9518,743,453,1084425,141,1402,FALSE,TRUE,40,87.25,0.06,0.46,0.86,0.11,0.21,0.36,0.41,1.41,1,3.98,2.19,2.23,0.14,-0.11,1,37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1956,589,596,1378585,1378588,100,17,5,4,2108,141,-214,FALSE,TRUE,50,81.06,0.26,0.25,0.55,0,1,0.75,-0.64,-0.64,0,1.23,0.78,0.78,-0.45,-0.03,0.14,110,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1957,39,194,1512277,1512467,100,2643,631,387,2712104,141,1400,FALSE,TRUE,40,72.04,0.06,0.53,0.96,0.11,0.24,0.42,0.94,1.94,1,2.46,2.19,2.27,0.04,-0.09,1,29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1958,1057,1072,1417276,1417288,100,-206,28,23,0,126,-214,FALSE,TRUE,40,87.67,0.41,0.63,0.74,0.01,0.65,0.69,0.32,0.32,1,2.18,1.3,1.28,0.26,-0.09,0.63,104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
